,bathrooms,sqft_living,sqft_lot,grade,condition,waterfront,view,age,UTM_X,UTM_Y,log_price
1339,1.75,1420,6980,7,5,0,0,35,547865.5393914587,5237285.802809961,5.311753861055754
1340,1.0,830,6000,6,3,0,0,75,546968.0075855956,5264341.397837087,5.3222192947339195
1341,2.75,2130,6222,7,3,0,0,24,554498.6287881255,5264006.624298044,5.511883360978874
1342,1.75,1510,8385,7,3,0,0,47,560364.2785733507,5286371.953520867,5.6020599913279625
1343,2.0,1820,5000,7,3,0,1,70,554863.9626940553,5281160.050870083,5.812913356642856
1344,2.5,1594,7665,7,5,0,0,40,559617.975863936,5241716.38106811,5.429752280002408
1345,1.5,1230,7200,7,3,0,0,62,551665.668343247,5286310.260547451,5.627365856592733
1346,1.75,1680,8610,7,4,0,0,46,562017.8923077759,5286022.579735511,5.630427875025024
1347,1.5,1070,9331,6,3,0,0,59,551480.9745853344,5290221.06106045,5.342422680822207
1348,2.5,2440,10423,7,3,0,0,60,562092.4078322006,5286067.836934472,5.707570176097937
1349,2.75,1860,7500,8,5,0,0,48,562236.9321457094,5265484.343177277,5.724234896490526
1350,2.25,1810,7068,7,5,0,0,39,559684.8319835212,5286809.534384839,5.685741738602264
1351,2.5,2060,16000,6,3,0,0,22,556639.6332541534,5237096.8199742455,5.456366033129043
1352,0.75,590,5650,6,3,0,0,71,555185.6378231667,5263001.642649335,5.305351369446623
1353,1.0,2320,6750,7,3,0,0,55,554492.9311466254,5264617.871909044,5.525044807036846
1354,2.25,1740,9488,8,4,0,0,38,562168.6503096521,5264827.840854551,5.653212513775344
1355,1.5,1410,9647,8,3,0,0,54,547886.3595996167,5289912.392600823,5.565257343420214
1356,2.5,2550,7200,10,3,0,2,34,553521.5423943041,5272044.56414656,6.146128035678238
1357,2.0,3010,5000,9,5,0,2,84,545372.7586052576,5275876.650695514,6.041392685158225
1358,4.25,4660,16200,11,3,0,2,10,558896.7337394952,5275764.279742352,6.421784845215252
1359,1.0,840,10465,6,3,0,0,64,551189.3735302825,5289295.9423253285,5.469822015978163
1360,1.0,1240,7300,7,3,0,0,47,562449.073355953,5280791.95238368,5.623249290397901
1361,2.5,2380,5737,7,3,0,0,5,548702.646508954,5236648.051942182,5.521138083704036
1362,2.5,2301,6452,9,3,0,0,5,555214.7871832029,5243874.05583098,5.574609941340187
1363,1.0,1370,5339,6,4,0,0,67,552714.6831685121,5261478.397421887,5.3404441148401185
1364,2.5,2190,4866,7,3,0,0,6,563876.8666640277,5260044.640409078,5.621695462329279
1365,2.5,2200,5954,7,3,0,0,11,566060.420279066,5246753.369086812,5.498310553789601
1366,4.0,3120,4240,7,4,0,2,22,548699.4716229212,5264322.221444697,5.498310553789601
1367,2.0,1610,14046,7,3,0,0,82,555145.3103476155,5291043.918758217,5.413299764081252
1368,2.0,860,3000,6,3,0,0,109,553558.5542341275,5268010.293153334,5.4996870826184034
1369,1.75,2320,4800,7,3,0,0,97,547651.7703885214,5281963.425311027,5.744292983122676
1370,3.25,4230,10260,10,3,0,0,19,569146.6487077542,5266729.100816056,5.928242183157309
1371,2.75,2015,16807,9,3,1,4,8,546964.7183640593,5255361.055871974,5.994976673649691
1372,2.5,1940,3211,8,3,0,0,6,568225.4538614576,5268285.501639772,5.744292983122676
1373,2.25,2360,2500,8,3,0,3,14,548188.2980430068,5280611.85813769,5.841984804590114
1374,3.25,3050,18892,8,4,1,4,53,550868.916331332,5248513.925716875,5.977723605288848
1375,2.25,1830,7770,7,4,0,0,38,563316.6533069644,5249123.925678672,5.4065401804339555
1376,2.25,1730,9516,8,3,0,0,37,562951.465529837,5247986.314588689,5.409933123331294
1377,2.5,2300,3825,7,3,0,0,3,569321.8616566804,5245512.723379439,5.505149978319906
1378,2.25,1640,7261,7,3,0,0,26,561799.3060397931,5285420.028686308,5.54282542695918
1379,1.0,960,6180,6,4,0,0,105,554247.4244734624,5266738.47230955,5.505149978319906
1380,2.25,3060,7920,7,3,0,0,50,556874.5623887742,5259661.21778382,5.5910646070264995
1381,2.5,2060,10650,8,5,0,0,39,564917.8525132587,5268058.836977127,5.845098040014257
1382,3.5,2530,3000,8,3,0,0,1,550015.7128323622,5260043.182638366,5.5820633629117085
1383,2.5,2620,5457,8,3,0,0,12,555171.7381229568,5240406.026249281,5.507180977260241
1384,1.75,2120,11340,7,4,0,3,49,550620.6537104822,5251045.814313817,5.565847818673518
1385,2.0,2500,7860,7,3,0,0,52,558047.148393851,5285603.615361415,5.658011396657113
1386,3.0,3420,7826,8,4,0,0,76,553383.7100607846,5270676.199137525,5.958468318366943
1387,2.5,3550,10233,9,3,0,0,19,567717.5918924108,5266667.900782226,5.963787827345556
1388,1.75,1270,8470,7,4,0,0,55,553552.8881861789,5252161.031313607,5.3747483460101035
1389,2.25,1580,1487,9,3,0,0,2,546109.2624180438,5277738.560411039,5.734239604435455
1390,2.25,2390,7350,8,3,0,0,25,549296.2165635542,5238019.99564593,5.503790683057181
1391,1.75,1760,7268,7,4,0,0,36,564256.1036567694,5252935.342110447,5.526985068559996
1392,1.75,2020,11050,8,4,0,0,46,566387.9425273602,5257838.484870379,5.518513939877887
1393,1.5,1390,1756,7,3,0,0,10,548216.9514901309,5286202.792520252,5.477048866273474
1394,2.75,3010,10830,9,4,0,3,35,557619.9865681586,5283298.551718549,6.035629827790439
1395,3.5,3220,8000,9,3,0,0,7,560040.4304993249,5281422.376928664,6.080987046910887
1396,2.0,1920,4822,6,2,0,0,101,546574.0344513712,5266549.999706643,5.301029995663981
1397,1.0,1270,7400,7,4,0,2,59,560947.9419192774,5259168.698318296,5.505149978319906
1398,1.0,1040,7500,6,4,0,0,61,551591.9020853606,5252132.35053617,5.236789099409293
1399,2.5,3070,14400,9,5,0,3,30,551262.2722560471,5246683.508194388,5.740362689494244
1400,2.5,1860,6687,7,4,0,0,32,561415.9304031574,5250448.6054979535,5.459995256047391
1401,2.0,1040,5796,6,4,0,2,94,553232.1208611949,5287224.719632231,5.511883360978874
1402,2.5,1300,3612,7,3,0,0,10,554041.2315940335,5264624.793285383,5.491361693834273
1403,2.25,1680,8450,8,3,0,0,55,547889.3879444163,5289545.628930909,5.585460729508501
1404,1.0,1810,7500,7,2,0,0,56,550240.1604949441,5260222.934151867,5.423163923850348
1405,4.0,2550,3900,8,3,0,2,75,545667.31348969,5276634.738983324,5.99563519459755
1406,3.0,2360,2750,7,3,0,1,32,553929.5953058304,5284785.874273025,5.697229342759718
1407,3.0,2980,7200,8,3,0,2,104,547925.1075756757,5276108.267510454,6.118264726089479
1408,1.0,1580,13912,8,4,0,0,60,554262.0119119064,5289346.102138945,5.627365856592733
1409,1.75,1960,11931,7,3,0,0,61,554783.0568300401,5265787.614884924,5.505149978319906
1410,2.25,1910,8005,8,3,0,0,55,552642.7045597774,5286074.5095564565,5.722633922533812
1411,1.0,1010,14244,5,1,1,4,89,545222.3716719181,5266194.836704406,5.818225893613955
1412,2.5,1210,2046,9,3,0,0,7,548406.949758737,5263286.156311377,5.4769764657595275
1413,2.5,2620,7328,8,3,0,0,32,555451.6670228854,5266705.320440028,5.9304395947667
1414,1.75,1590,7535,6,5,0,0,106,557824.6624323777,5247333.454921962,5.396199347095736
1415,1.75,1820,8409,6,4,0,0,67,550441.0581619008,5289156.008247791,5.537819095073274
1416,1.0,990,9599,6,4,0,0,56,559352.4421827818,5238068.212538445,5.389166084364533
1417,2.5,3118,7866,9,3,0,2,1,555647.9713308013,5237998.735802529,5.73383900069715
1418,1.5,1520,9041,7,4,0,0,61,559141.049657926,5273899.45117329,5.9084850188786495
1419,2.5,3350,7752,9,3,0,0,6,567694.2436696705,5275159.610455627,6.113943352306837
1420,2.5,2890,7798,9,3,0,0,10,565540.956173012,5266165.131645157,5.9003671286564705
1421,1.0,920,5000,6,4,0,0,66,549666.9785262657,5283258.485985518,5.447623097760286
1422,1.0,1600,7500,7,3,0,0,49,561348.6095452446,5285481.9413579,5.511883360978874
1423,3.5,3280,4000,9,3,0,0,12,545325.7315853451,5281911.482275929,5.995196291597179
1424,2.25,1480,5400,8,4,0,0,101,552910.1950397757,5273139.336718474,5.778151250383644
1425,1.5,1470,17577,7,5,0,0,48,566615.396690346,5257718.803183467,5.547159121327417
1426,2.0,1700,11475,6,5,0,0,70,549871.50041748,5259286.17773222,5.352182518111363
1427,2.75,2080,16740,8,3,0,3,49,551043.8864808046,5245748.02121465,5.778151250383644
1428,1.0,1780,5000,8,3,0,0,68,552767.9250020417,5280540.455096274,5.815909650886774
1429,1.0,890,7200,7,3,0,0,66,554169.5320830817,5283187.561442337,5.484299839346786
1430,3.25,1490,857,8,3,0,0,14,550780.441425381,5276032.429219655,5.763427993562937
1431,3.75,6810,7500,13,3,0,0,93,550937.6750886467,5275233.5474288305,6.394276526767821
1432,3.5,3900,8391,10,3,0,0,9,559648.6430256733,5283030.027689712,6.017033339298781
1433,1.75,1600,4888,6,3,0,0,1,568158.7441026551,5248122.207783424,5.38012075426844
1434,1.75,1490,12000,7,4,0,0,59,562051.9372801902,5268727.918305337,5.711807229041191
1435,1.75,1890,10292,8,4,0,0,46,557651.5863156319,5264903.806993378,5.903089986991944
1436,1.0,980,5600,6,2,0,0,66,548097.0422110211,5264350.577364897,5.332438459915605
1437,2.25,1990,4977,9,3,0,0,3,555086.9944435207,5265479.263310365,5.854306041801081
1438,1.0,1450,6776,7,3,0,0,63,556930.7562704214,5261629.0434930995,5.176091259055681
1439,1.0,1700,11390,7,4,0,0,48,551154.2596855533,5241736.794708787,5.3222192947339195
1440,1.75,1650,7800,8,3,0,0,47,564905.3370492579,5255610.02767631,5.515211304327802
1441,2.5,2660,10928,9,3,0,0,27,564639.7080295589,5265999.482567461,5.885361220031512
1442,2.0,2160,4800,7,4,0,0,86,559371.949242599,5258552.31763354,5.51181654130309
1443,2.5,2650,12001,9,4,0,0,31,564708.3106781285,5266600.449524633,5.939519252618618
1444,1.5,1920,6000,7,3,0,1,64,551231.9331875544,5250161.979911177,5.608526033577194
1445,1.0,1550,6840,7,3,0,0,97,549933.6399901963,5278414.757308477,5.720159303405957
1446,1.5,1820,5756,7,3,0,0,69,547539.2671967077,5277361.051754054,5.834738518903841
1447,2.5,1720,9600,7,3,0,0,54,561395.8207760674,5237900.196980792,5.301029995663981
1448,2.5,2130,8022,8,3,0,0,30,567041.5097780821,5286145.101156374,5.676693609624866
1449,1.75,1520,9605,7,3,0,0,40,564413.5140235649,5279646.281287306,5.724275869600789
1450,0.75,1040,6034,7,3,0,1,24,556401.2653571859,5261868.436391761,5.434568904034199
1451,1.5,2230,8558,8,3,0,0,55,558726.5270256004,5270282.936942526,5.835690571492425
1452,1.5,960,7400,7,3,0,0,53,552386.5962535115,5247604.782796719,5.3747483460101035
1453,1.0,1980,5000,7,4,0,0,92,553009.0827024902,5270528.293438062,5.696139624321793
1454,1.5,1900,5000,7,3,0,0,89,552991.2845046589,5280742.55213237,5.740362689494244
1455,3.75,3630,6000,9,3,0,0,11,560117.5486815562,5281223.102712769,6.071882007306125
1456,3.5,3250,6000,10,3,0,0,14,545819.3629054466,5266833.00508723,5.942008053022313
1457,2.75,2810,13144,8,3,0,0,51,564546.5852034775,5274412.523691804,5.744292983122676
1458,2.5,1060,1536,8,3,0,0,15,545399.2985276388,5282101.004495947,5.6180480967120925
1459,1.0,1920,6710,7,3,0,0,56,553738.3285593538,5264822.062694197,5.544068044350276
1460,1.5,1400,6527,7,3,0,0,58,548393.8132105208,5255761.67556289,5.423245873936808
1461,2.5,2790,7673,9,3,0,0,26,564861.2291880293,5279895.7896422455,5.904715545278681
1462,2.5,2830,6163,9,3,0,0,15,560977.4024710644,5263570.43758275,5.721810615212546
1463,2.75,3110,11225,8,3,0,0,3,564559.9476620777,5259585.310425986,5.778151250383644
1464,3.0,3150,6599,9,3,0,0,7,560293.9202335128,5264141.317444483,5.812579155409047
1465,2.5,2720,5771,8,3,0,0,0,562519.8110951509,5260141.138278225,5.6589172200445175
1466,1.5,1850,10572,8,4,0,0,62,559512.6993616666,5274303.370480451,6.138302698166282
1467,1.75,1360,7700,7,4,0,0,49,562034.7763238682,5256145.797624004,5.414973347970818
1468,1.75,3290,11900,8,3,0,0,42,564494.0074356418,5279158.104907565,5.779596491257824
1469,3.5,2720,3000,9,3,0,0,1,546059.262618284,5265034.36944086,5.897627091290442
1470,1.0,1270,9182,6,3,0,0,98,546812.3964402172,5264973.666728839,5.371067862271736
1471,2.75,2180,8480,7,4,0,3,56,547752.1670326217,5260491.081325207,5.7363965022766426
1472,1.5,1930,8400,7,3,0,0,44,549719.1331725431,5259484.939826465,5.513217600067939
1473,2.5,1990,7397,9,3,0,0,22,562563.0268865813,5291108.1080849655,5.72916478969277
1474,1.75,1720,6000,7,3,0,2,61,558518.4922905163,5261011.172431969,5.482873583608754
1475,1.75,2180,10230,7,4,0,0,54,554133.9852526978,5262736.18042916,5.511883360978874
1476,1.75,3420,7200,8,5,0,3,68,554235.9482972391,5284110.717132816,5.854306041801081
1477,1.75,1770,8235,7,3,0,0,55,550675.5534577925,5253424.731910918,5.469822015978163
1478,1.75,1490,9493,8,4,0,0,39,565281.386683605,5255692.006638841,5.494850021680094
1479,2.75,2810,8570,10,3,0,0,22,559291.2306704902,5273912.091801358,6.194514341882467
1480,1.0,540,10125,5,3,0,0,54,548099.097657294,5291370.195925522,5.537819095073274
1481,1.0,1190,9083,7,3,0,0,60,553335.7980318669,5251147.653441378,5.361727836017593
1482,2.5,2650,11250,9,3,0,0,10,553203.3707167443,5290358.872782865,5.819543935541868
1483,2.5,2490,11650,7,3,0,0,25,550365.0388177704,5254455.682619293,5.431363764158987
1484,1.0,1440,8842,7,3,0,0,65,550600.1643021728,5288101.481394019,5.525044807036846
1485,2.75,2660,8400,8,5,0,0,53,562226.0429784616,5266506.794099776,5.780677274433368
1486,1.0,1760,3000,6,1,0,0,115,548955.0669451555,5278695.425030122,5.547713186231703
1487,2.5,2770,6000,8,3,0,0,22,546420.9923249932,5266871.098054861,5.835690571492425
1488,2.0,1300,2500,7,4,0,0,89,547057.0115854484,5281269.473276653,5.699837725867246
1489,1.0,1620,5040,7,3,0,0,51,553746.8081155029,5263899.634226148,5.52244423350632
1490,2.5,1920,7779,7,3,0,0,26,562550.27142251,5250216.0584207205,5.445604203273597
1491,2.0,1980,12150,9,3,0,0,21,564028.2898371088,5246152.927394036,5.681150749932422
1492,2.5,1350,944,9,3,0,0,11,546265.6777519296,5267481.155830345,5.642464520242122
1493,2.0,1640,7200,6,5,0,0,71,549199.0932876623,5258613.6315279985,5.477119807068977
1494,1.5,1190,1361,8,3,0,0,8,552452.6574585142,5273868.769741714,5.744292983122676
1495,1.0,1500,2400,7,5,0,0,115,547928.1251574592,5275741.511712479,5.788839805845571
1496,3.75,5350,15360,11,3,0,1,7,558729.2255759747,5277474.286431734,6.524396122103842
1497,2.5,2250,9235,8,3,0,0,30,567114.444209032,5286323.79028299,5.739572344450092
1498,2.0,1440,6702,7,4,0,0,49,559187.6090461306,5239422.494958203,5.246129125663436
1499,3.0,3730,5500,7,3,0,0,88,551066.2948914431,5277702.129412373,5.991093108048887
1500,4.75,5305,8401,11,3,0,2,10,558911.300887915,5281744.278623595,6.431363764158987
1501,2.5,1460,1296,8,3,0,0,7,552927.5407006567,5271227.774608887,5.652246341003323
1502,2.0,2050,13303,8,3,0,0,22,552194.569201273,5235188.649724878,5.497620649781288
1503,2.25,1640,4635,8,3,0,0,85,551113.4634329741,5280881.352880966,5.713490543093942
1504,2.0,1460,10311,7,4,0,0,40,563350.2594036661,5280757.2377735665,5.658488381309017
1505,1.0,960,7200,6,4,0,0,57,548766.272437983,5256298.245492563,5.332438459915605
1506,1.0,970,14850,7,3,0,0,47,555312.1415321004,5241552.102385838,5.264817823009537
1507,1.0,1250,7320,7,3,0,0,47,563028.2897080972,5261891.614058656,5.490660653356136
1508,2.25,2290,14585,8,3,0,0,34,569624.144428702,5270858.510628443,5.7363965022766426
1509,1.0,1520,8055,7,3,0,0,63,552121.4706577959,5285658.557223233,5.445604203273597
1510,1.5,2440,7200,7,3,0,0,66,554614.6810231105,5267697.751003359,5.740362689494244
1511,2.5,1270,1180,8,3,0,0,14,545642.7313356784,5279768.846808006,5.649042634086176
1512,3.5,3906,9674,9,3,0,2,1,555647.9713308013,5237998.735802529,5.740323206382993
1513,2.75,1800,7750,8,4,0,0,50,546147.8923642007,5291765.581228531,5.740362689494244
1514,1.75,1010,6552,7,3,0,0,46,566659.2303243293,5247215.830554093,5.168792020314182
1515,1.75,2850,11860,9,3,0,0,64,553967.2894476198,5288798.718410546,5.8750612633917
1516,1.75,1560,4290,7,3,0,0,21,550958.8118527582,5264196.990454302,5.431363764158987
1517,1.0,910,4600,5,3,0,0,98,547874.7909648769,5282220.894966496,5.423245873936808
1518,2.5,1610,1356,8,3,0,0,8,548101.7050295093,5263783.7834234955,5.505149978319906
1519,2.75,1920,7102,7,3,0,0,23,548465.8304638074,5265265.002384672,5.3979400086720375
1520,1.5,1980,7958,7,3,0,0,53,562560.8659438562,5256295.880156393,5.332438459915605
1521,2.5,2530,8116,8,3,0,0,14,562425.8584835386,5289928.40718003,5.653212513775344
1522,1.75,1920,4500,7,5,0,0,91,548274.9760814717,5279212.131603638,5.829303772831025
1523,1.0,740,6840,6,3,0,0,73,547206.3731339338,5262787.312247159,5.086359830674748
1524,2.5,3170,9900,8,4,0,0,36,564097.9390776183,5274207.500579141,5.8904210188009145
1525,1.75,1320,2609,7,4,0,0,77,547578.0927165118,5281796.102001815,5.625312450961673
1526,2.5,1710,1296,8,3,0,0,11,549371.1253925797,5282755.802132619,5.619093330626742
1527,1.5,2680,4775,8,5,0,2,102,549054.9575940083,5275750.891780568,6.131939295210424
1528,3.25,3440,4920,10,3,0,4,1,544448.6865382048,5268978.594240598,6.128722284338426
1529,2.75,2390,6282,7,4,0,0,49,555490.159634898,5262648.85780428,5.518513939877887
1530,2.5,2120,3757,7,3,0,0,9,565699.6525183636,5258731.028410772,5.6020599913279625
1531,1.75,1490,9120,7,5,0,0,56,563060.3678083966,5258913.1964709,5.491361693834273
1532,3.25,4340,4947,11,3,0,3,22,544590.7286816408,5279894.063264138,6.393575203269587
1533,2.0,2260,11970,7,4,0,0,53,559018.3054921577,5248756.850605982,5.439332693830263
1534,2.5,1170,1811,8,3,0,0,14,552831.3121904003,5273549.864014038,5.6020599913279625
1535,2.5,1790,6120,7,3,0,0,10,565694.4162273661,5259197.793927118,5.568788212315347
1536,1.75,2190,8500,9,4,0,0,58,553705.6620863781,5276536.599916314,6.194514341882467
1537,1.75,1500,10269,7,3,0,0,57,548854.5764247824,5290631.818298116,5.547159121327417
1538,2.5,1530,3296,8,3,0,0,17,564774.2316420514,5274214.977592306,5.7558748556724915
1539,1.0,1080,10639,7,3,0,0,62,559023.6223416167,5240698.991987285,5.3404441148401185
1540,2.5,1790,3962,8,3,0,0,23,545700.5938500063,5281958.875208642,5.7664128471124
1541,3.5,4610,12500,11,3,0,2,12,559852.5394334836,5277796.945237596,6.216957207361097
1542,2.25,2480,15022,9,3,0,4,48,545446.2911633713,5266429.974905343,6.021189299069938
1543,1.0,1000,4776,6,4,0,0,73,551528.9232287424,5267836.427332151,5.521138083704036
1544,1.75,2170,5750,7,3,0,2,40,546409.33337396,5268338.102791642,5.769377326076138
1545,1.75,2430,7559,8,4,0,0,34,566747.4262853416,5285630.405184571,5.76715586608218
1546,2.5,1270,1062,8,3,0,0,7,550985.2594835121,5278379.41540229,5.636487896353366
1547,3.25,3450,6500,8,3,0,0,21,546053.4822337066,5265767.869353969,5.929418925714293
1548,1.75,1840,14874,8,3,0,2,63,549161.8622595897,5254067.589702571,5.633468455579586
1549,1.0,1180,9261,7,4,0,0,58,554626.3202148549,5266453.02331047,5.535294120042771
1550,2.5,2690,5557,7,3,0,0,3,556268.1824192165,5260044.367644308,5.445604203273597
1551,1.0,1040,7490,7,3,0,0,46,559030.5659973542,5284779.897043297,5.531335831762288
1552,1.75,1310,7314,6,5,0,0,55,558903.9026715249,5237552.458740876,5.376485709134776
1553,1.75,1450,4000,7,4,0,0,112,550609.5274243185,5278409.480328256,5.812913356642856
1554,1.0,880,4000,6,4,0,0,99,548772.3302624295,5264611.802827307,5.299725153975637
1555,1.75,2520,8442,7,4,0,0,62,559724.1116806446,5275672.669204706,5.886490725172482
1556,1.0,810,7000,7,3,0,0,47,565023.9122777845,5278774.97014355,5.56466606425209
1557,2.5,2080,17532,9,3,0,0,19,565090.9778659785,5259257.744342148,5.662757831681574
1558,2.5,2100,5060,7,3,0,0,9,552806.6321825923,5267970.101454662,5.678518379040114
1559,2.5,2190,8528,8,3,0,0,24,559352.6112772549,5282626.855113416,5.846337112129805
1560,2.5,2390,5071,9,3,0,0,27,553882.1917124557,5273692.859284515,5.926856708949693
1561,1.75,2700,5040,8,3,0,2,68,553387.6756179067,5270242.764755606,5.8228216453031045
1562,1.5,1510,6600,6,3,0,0,77,550401.7100783875,5258957.287334307,5.300921408469541
1563,2.5,2350,6958,9,3,0,0,17,562557.8886568696,5242402.634223867,5.47567118832443
1564,2.5,3290,6830,10,3,0,0,15,564409.5766258503,5280001.923708208,5.968482948553935
1565,2.5,1460,7573,8,3,0,0,32,564569.5996909534,5272334.259003211,5.653212513775344
1566,3.5,4280,9583,11,3,0,0,10,560363.9943257995,5271922.418543896,6.204119982655925
1567,3.0,3300,4218,8,3,0,0,45,549259.2598968337,5278242.29116461,5.963787827345556
1568,4.25,5150,7800,11,3,0,2,61,553942.5251585338,5275293.937279734,6.352182518111363
1569,1.75,2080,5969,7,3,0,2,44,553048.043407472,5266238.417821914,5.518448132698142
1570,1.75,1900,5000,7,5,0,0,64,545646.6423811702,5269676.930250276,5.788875115775417
1571,2.25,2170,7007,8,3,0,0,41,562380.5699216442,5280179.885504509,5.749736315569061
1572,3.25,2650,7819,8,4,0,2,59,560873.7602182964,5259056.779857863,5.6127838567197355
1573,3.0,2560,12480,8,3,0,0,3,553651.6375735234,5290507.498019016,5.752048447819439
1574,1.0,1280,5100,7,3,0,0,67,546671.2783915852,5263794.41988061,5.472024697700282
1575,2.25,2020,4960,7,3,0,0,77,547353.9562886345,5281672.011038842,5.690196080028514
1576,2.5,1580,6860,7,3,0,0,20,561218.5207198767,5254903.491363055,5.4623979978989565
1577,2.0,1770,7251,8,4,0,0,25,562618.2566946922,5250917.002474612,5.506369717095504
1578,2.25,2440,8378,7,3,0,0,53,555444.9052451901,5291057.891362322,5.752048447819439
1579,2.5,1300,877,7,3,0,0,7,545651.9727435391,5278590.776113978,5.620136054973758
1580,1.0,750,4515,6,3,0,0,73,548859.9457745479,5263134.32228847,5.420780619548565
1581,1.75,1260,8487,7,3,0,0,45,559870.1916501216,5290646.17959034,5.525692524505011
1582,1.0,1240,7590,7,4,0,0,76,549511.9087763147,5283846.244333242,5.55624217790006
1583,2.5,3050,8200,8,4,0,4,53,563561.4193354242,5268266.214014794,6.012837224705172
1584,1.75,1680,8100,8,3,0,2,65,547697.7008825694,5285509.3901375495,5.8061799739838875
1585,3.5,3150,5500,9,3,0,0,1,553080.0304409806,5279242.864395724,6.080987046910887
1586,2.0,1840,4760,6,4,0,0,86,549001.2943323943,5264235.828297245,5.636487896353366
1587,1.75,1310,8670,6,4,0,0,31,561519.3062077361,5240557.814426161,5.334453751150931
1588,1.0,960,10181,7,3,0,0,54,557820.0581611153,5285812.535897483,5.507855871695831
1589,2.5,1090,13444,7,3,0,0,8,551369.5132961478,5251685.8301817635,5.309630167425898
1590,1.75,1010,9600,7,5,0,0,46,568687.3626445048,5248106.133397145,5.361727836017593
1591,1.75,2290,14800,8,3,0,0,50,554467.7452948153,5291382.079394734,5.672097857935717
1592,2.0,2520,6000,8,3,0,0,94,548789.1458216892,5280572.40845565,5.942008053022313
1593,1.75,1280,6060,7,3,0,0,89,547734.8403638576,5280986.016903528,5.7596678446896306
1594,2.25,2860,15054,8,3,0,0,58,552452.9251125616,5290474.300377903,5.662757831681574
1595,2.5,2600,11542,9,4,0,0,76,546734.9107099486,5283989.964884477,6.088136088700551
1596,2.0,2330,4950,6,3,0,0,115,553412.988297624,5267475.459807046,5.511883360978874
1597,1.75,1350,7200,7,5,0,0,61,553705.8102510365,5284650.422170858,5.653212513775344
1598,1.0,1440,7100,7,3,0,0,109,545340.0259052255,5280077.687671131,5.698970004336019
1599,1.75,1250,17493,7,3,0,0,43,554405.5462413811,5290025.462126074,5.552668216112194
1600,2.5,1940,4000,7,5,0,0,109,548675.7246635968,5276181.179486258,5.860338006570994
1601,1.75,1810,8048,7,4,0,0,32,560761.908256046,5255309.982539997,5.511883360978874
1602,1.5,1090,1183,8,3,0,0,7,548844.8753800316,5282873.617838269,5.48572142648158
1603,2.25,2820,11625,8,3,0,0,29,559160.4983015789,5234587.533478557,5.526339277389844
1604,4.5,3902,3880,9,4,0,4,38,545191.3103823897,5270206.877221682,6.113943352306837
1605,2.75,3200,12682,9,3,0,1,38,555472.7482849896,5288146.016841547,5.790988475088816
1606,2.5,3300,10764,9,4,0,0,44,547631.1799930456,5284475.175495486,5.883661435153617
1607,1.75,3990,13470,11,3,0,0,9,565409.2396023982,5264485.295754918,6.079181246047625
1608,2.0,2090,4000,7,3,0,0,64,546613.832357135,5280376.734783405,5.710117365111817
1609,1.0,1230,8750,6,3,0,0,50,550323.5753301028,5241674.066312696,5.311753861055754
1610,2.5,2000,8424,7,4,0,0,47,559936.1491573828,5284255.645331888,5.672097857935717
1611,2.25,1640,2128,8,4,0,0,41,556063.1062339797,5289118.699476577,5.611723308007342
1612,1.0,1120,6600,7,3,0,0,72,555024.8968272564,5280016.740187376,5.740358741344644
1613,1.75,2210,9374,8,4,0,3,64,548125.8322712786,5279088.635293766,5.8850783841492245
1614,2.0,1960,5008,6,3,0,0,115,552698.4839972277,5271614.712884361,5.653212513775344
1615,1.75,1660,10716,7,3,0,0,27,557434.646745449,5286864.640837482,5.615423952885944
1616,1.75,1300,4000,7,3,0,0,62,545971.8781990075,5276114.752918721,5.662757831681574
1617,2.75,3400,5000,8,3,0,2,38,547891.995101006,5280131.481221573,5.854306041801081
1618,2.25,2070,14000,7,3,0,0,57,557192.4000445624,5288618.429604178,5.672559627763276
1619,2.5,2260,3713,9,3,0,0,12,562617.6997401846,5286040.132287324,5.748188027006201
1620,1.75,2710,9216,8,3,0,0,54,546723.093300276,5266729.019756943,5.795184589682424
1621,3.5,3530,14406,10,3,0,1,28,556712.3027956629,5284045.441583218,5.941585961905284
1622,2.5,2380,5269,8,3,0,0,7,560845.451093052,5261779.5888391975,5.648360010980932
1623,2.0,1150,9812,7,4,0,0,53,554133.7633159133,5238206.917903888,5.060697840353612
1624,2.25,2050,7201,8,3,0,0,21,562646.9380983835,5283328.336944687,5.698970004336019
1625,1.75,1200,3136,7,3,0,0,111,552831.3121904003,5273549.864014038,5.623249290397901
1626,2.5,1990,9995,7,3,0,0,19,552458.9064079473,5247961.082165451,5.518513939877887
1627,2.0,2590,14052,8,5,0,0,67,550008.6965876444,5287140.478226386,5.6875289612146345
1628,1.0,2290,6300,7,4,0,4,94,553379.2357996582,5271165.202380023,5.9164539485499255
1629,1.75,1480,7700,8,3,0,0,40,559845.5602815481,5285766.366559608,5.596597095626461
1630,1.75,2380,10450,8,3,0,0,49,547614.4410008005,5240284.521692399,5.498310553789601
1631,2.0,2160,15788,8,3,0,0,64,559584.0912996327,5274670.892074991,6.075546961392531
1632,2.25,2050,9583,8,3,0,2,50,551840.5498526026,5249600.496009508,5.586587304671755
1633,2.5,2590,8571,9,3,0,0,27,567160.423429885,5282345.016906959,5.8926510338773
1634,2.75,2260,5705,8,3,0,0,1,563491.4759002925,5246914.010699025,5.55624217790006
1635,2.25,2100,10726,7,4,0,0,52,565230.8772603861,5260226.293850934,5.534660575828444
