,bathrooms,sqft_living,sqft_lot,grade,condition,waterfront,view,age,UTM_X,UTM_Y,log_price
715,2.5,2680,8062,7,4,0,3,48,550693.8867501896,5251302.072953283,5.672097857935717
716,1.0,1140,5250,6,4,0,0,66,549413.340895895,5286612.983728535,5.518448132698142
717,1.5,1070,5150,6,4,0,0,75,548997.7546348653,5264658.14550989,5.396199347095736
718,1.0,1510,1501,7,3,0,0,109,549412.3644356376,5277899.034838945,5.623249290397901
719,1.5,2810,7140,8,3,0,2,61,546521.3453211754,5263715.424916564,5.7596678446896306
720,1.0,1080,4080,8,3,0,0,67,551028.068051981,5282058.767010282,5.685741738602264
721,2.5,2700,9994,7,4,0,3,56,551237.6532321436,5249506.292109999,5.60422605308447
722,1.75,1220,7447,7,4,0,0,51,559208.994114134,5281991.833179915,5.843855422623161
723,2.5,4190,7504,7,3,0,0,11,566804.2223144588,5254375.382094309,5.662757831681574
724,1.75,2520,15205,7,4,0,0,61,555151.8645793594,5290354.847981581,5.588659316762837
725,1.75,1450,10074,7,4,0,0,49,561659.2993368612,5256008.459872444,5.491291640687592
726,2.75,2320,4344,8,3,0,0,3,563053.6660705573,5259535.551253303,5.653164256151881
727,1.0,1120,10500,7,4,0,0,49,558041.0381805747,5286214.882760648,5.556302500767287
728,2.5,3170,7187,9,3,0,0,10,562580.168564189,5282560.670544599,5.857332496431268
729,2.5,2040,5000,7,5,0,0,91,548036.802431991,5280777.324766971,5.889301702506311
730,1.75,1690,8392,7,3,0,0,36,555741.9340807503,5291338.616695393,5.607455023214668
731,2.75,3650,4534,7,3,0,0,1,558176.5323721389,5287661.2000057055,5.740362689494244
732,1.75,1850,7500,7,3,0,0,61,550308.6041191858,5252243.465859704,5.257918450314058
733,2.5,2040,6000,8,3,0,0,64,548829.4979712975,5275760.112134506,5.940765435631217
734,1.0,820,5400,6,3,0,0,75,546893.9095687411,5282879.779142817,5.505149978319906
735,3.0,2460,7240,9,3,0,0,24,561022.6248132478,5266449.641350524,5.804139432335351
736,2.5,2170,8518,7,3,0,3,60,557681.9422136837,5261825.3489642525,5.6180480967120925
737,1.5,960,6497,7,4,0,0,45,547020.8998435582,5238890.517290825,5.204119982655925
738,1.0,970,8710,6,4,0,0,53,552651.7604324768,5251708.30645698,5.230448921378274
739,1.0,1530,9465,7,4,0,0,55,563951.221446821,5260134.370708874,5.401400540781544
740,1.0,1440,4268,7,3,0,0,62,553199.1407767197,5266173.104317117,5.45484486000851
741,2.5,2520,5000,9,3,0,0,25,548214.9192297851,5268308.275557465,5.732393759822968
742,2.0,2120,3360,9,3,0,0,110,551844.9580308716,5274596.899763981,6.079181246047625
743,3.25,1380,1121,8,3,0,0,7,548878.209246644,5278905.957254689,5.676693609624866
744,1.0,840,9480,6,3,0,0,55,549793.616921479,5241791.814936695,5.300921408469541
745,1.0,1400,8710,7,4,0,0,67,546914.3067613194,5261651.304531192,5.57978359661681
746,2.25,2010,7447,8,3,0,0,30,556369.3862259812,5288454.764212045,5.698970004336019
747,2.5,1981,4828,8,3,0,0,2,562943.8489959408,5241639.851023216,5.477119807068977
748,1.5,1360,885,8,3,0,0,7,548846.0895536937,5282729.136771152,5.555094448578319
749,1.75,1570,15330,7,3,0,0,59,549743.758445372,5256584.316810453,5.569373909615046
750,2.0,2080,4549,7,5,0,0,61,551854.8070529194,5281921.58992565,5.789933080931751
751,2.5,1981,5700,8,3,0,0,5,562063.8790435353,5246254.123940802,5.482444791918265
752,2.5,2020,6564,7,3,0,0,21,563588.7187743299,5244903.328574493,5.4031205211758175
753,2.0,1770,6610,7,4,0,0,61,549226.3011286543,5290979.523232551,5.6527296960692475
754,1.5,1220,8345,7,3,0,0,84,555275.9387213415,5261413.115221678,5.352182518111363
755,2.5,1950,2457,8,3,0,0,6,552476.2557538482,5271245.926868307,5.752048447819439
756,2.25,2030,8690,8,4,0,0,29,546023.650659736,5240738.661227369,5.458637849025649
757,1.0,1180,13650,7,4,0,0,48,563769.2693688099,5256086.608198455,5.4065401804339555
758,2.0,1770,7000,7,3,0,0,29,555833.7027641495,5242335.018980206,5.382017042574868
759,2.75,1690,5763,7,5,0,0,30,559832.8455093306,5287000.015515419,5.6127838567197355
760,1.75,2650,7378,7,3,0,0,63,551341.7276862061,5289019.4163184175,5.531478917042255
761,2.5,2180,5000,8,4,0,0,38,545417.668695053,5270108.605057298,5.795880017344075
762,2.5,2700,9700,8,3,0,0,37,560084.8468124687,5291626.540210868,5.681241237375588
763,2.5,1740,6000,7,4,0,0,63,557536.4732353799,5261301.529946804,5.5301996982030825
764,2.0,1730,4248,7,3,0,0,110,552024.3795022037,5271330.796340206,5.653212513775344
765,2.0,2630,9099,7,3,0,0,71,548119.0729329975,5261672.202554771,5.648360010980932
766,2.0,1970,10500,8,3,0,0,54,548521.099228513,5258596.861142918,5.6127838567197355
767,2.5,2160,8809,9,3,0,0,1,548843.0073710659,5283095.896466466,5.863322860120456
768,2.0,1660,4800,7,3,0,0,93,549184.2637701114,5278230.542335065,5.7596678446896306
769,1.0,1110,6411,6,3,0,0,71,557091.5563304089,5260585.83898779,5.348110068480238
770,1.0,1450,7850,7,5,0,0,105,560406.1475552961,5253250.108833919,5.409933123331294
771,2.0,1440,3218,7,3,0,0,7,548140.5258626436,5268207.631823206,5.57978359661681
772,2.5,2810,11897,8,3,0,0,12,561508.2788379423,5241613.565814618,5.586587304671755
773,1.0,660,6600,5,4,0,0,75,550475.0369959779,5259191.320021455,5.352182518111363
774,1.75,1210,6175,7,3,0,0,39,559838.0004195147,5286499.887276942,5.679427896612119
775,3.75,4040,14212,11,3,0,0,13,564219.0916156297,5263182.773262111,6.047274867384179
776,2.5,2360,4638,9,3,0,3,19,550959.0658907744,5281369.046846166,5.763465431128747
777,1.75,1450,12125,7,4,0,0,34,554372.1119813342,5245144.341888648,5.385606273598312
778,1.75,1600,6120,7,3,0,0,91,553209.543645613,5281500.352324086,5.720159303405957
779,3.0,4590,9150,10,3,0,0,34,547095.7490949043,5285749.001056549,5.982271233039568
780,1.75,1280,12776,7,4,0,0,38,560416.1019916487,5252283.245096742,5.477121254719663
781,2.0,870,6450,6,4,0,0,61,554339.6093999809,5264916.537857313,5.371067862271736
782,1.5,2200,7620,7,4,0,0,73,547768.0341060761,5286076.819713146,5.711807229041191
783,1.0,1890,4700,7,4,0,0,87,545713.4344862422,5280325.1306956075,5.790988475088816
784,1.0,1020,7742,6,4,0,0,80,552644.9751512948,5260855.361024843,5.226599905207357
785,2.75,2860,5379,9,3,0,0,10,567213.3504830876,5284257.470662686,5.857332496431268
786,3.0,3880,8432,7,3,0,0,11,562080.9413669439,5258902.732043514,5.633468455579586
787,1.0,1090,6712,7,4,0,0,43,559178.5411003452,5284981.474210927,5.537756149282614
788,2.5,2130,11733,7,5,0,0,46,563248.6690837184,5262405.274267755,5.596597095626461
789,2.5,1660,8063,7,4,0,0,37,551333.4013657637,5247184.265590999,5.431363764158987
790,0.75,840,7203,6,3,0,0,66,552668.3627795773,5258254.798202731,5.093421685162235
791,1.0,860,5400,5,4,0,0,62,562444.1308330465,5260173.674807134,5.271841606536499
792,2.5,2300,6448,8,3,0,0,14,560084.3250122959,5247845.155673038,5.534026106056135
793,2.5,2980,12075,8,3,0,0,8,562350.5702459242,5261884.35258884,5.694605198933568
794,2.5,2420,7200,9,3,0,0,24,560258.7846543081,5282080.424547159,5.887054378050957
795,1.5,1650,3150,8,4,0,0,86,552828.8947783387,5273816.594237153,5.793790384690818
796,1.75,1710,5913,8,4,0,0,74,544610.1471570722,5277360.101441395,5.829303772831025
797,2.5,2620,9359,9,3,0,0,28,563940.7440690134,5254187.857903847,5.607455023214668
798,2.5,1890,5954,7,3,0,0,11,560898.9501870051,5242074.036196689,5.474944335465388
799,3.5,2780,3583,8,3,0,0,10,563880.2619001928,5259733.46277809,5.676693609624866
800,1.75,1760,10780,8,3,0,0,38,563601.3853365526,5271501.107973607,5.7435097647284294
801,2.25,3470,8000,9,3,0,1,109,553581.0843142522,5273745.657216369,6.2372923375674585
802,2.25,3440,5000,9,5,0,2,114,553658.4833670491,5273501.845848887,6.088136088700551
803,2.25,2120,9921,8,3,0,0,34,569059.5813345836,5267728.43413147,5.903089986991944
804,1.75,1210,4400,8,4,0,0,85,553457.7660539926,5278990.682203382,5.802773725291976
805,1.0,1640,8100,6,3,0,0,76,549723.7571009479,5258940.377419135,5.278753600952829
806,1.0,1010,11919,6,3,0,0,68,550823.3006773404,5288303.499085694,5.477121254719663
807,1.0,1080,8100,7,4,0,0,60,551916.9508617186,5291747.6963192485,5.5301996982030825
808,1.0,1000,4000,6,3,0,0,105,545338.5533322075,5280266.6238428075,5.6203442997544935
809,1.75,1360,4840,7,4,0,0,87,546945.503150983,5267142.034771788,5.60151678365001
810,2.5,3284,6516,8,3,0,0,1,561869.5043022356,5243195.598063611,5.663190022806269
811,2.0,1750,9239,8,3,0,0,26,549537.3956408165,5289648.389058015,5.623249290397901
812,1.5,1960,4500,7,3,0,2,93,548110.8483387387,5280900.198031833,5.819543935541868
813,1.0,970,8185,6,5,0,0,111,560286.5892622136,5250203.497487934,5.311743268378236
814,2.0,1980,10585,6,2,0,0,91,559214.6296306778,5259206.4876542045,5.378397900948138
815,1.75,1240,2493,8,4,0,0,30,551177.3891142667,5247760.841206611,5.275311354541811
816,1.75,2360,4750,7,5,0,0,104,553071.4125365139,5280187.5427034,5.905795880367869
817,1.5,1220,8400,7,4,0,0,53,562228.7654218538,5266251.181217847,5.43448906315119
818,2.25,1450,7245,7,5,0,0,65,549231.9630616895,5290312.679481985,5.574031267727719
819,1.5,1090,4013,7,3,0,0,115,549700.7826044356,5279301.937739771,5.633468455579586
820,1.0,1190,11400,7,3,0,0,64,555353.979329329,5261124.875083762,5.378307034856813
821,2.25,1420,983,8,3,0,0,9,549111.3301759965,5277974.289856295,5.698970004336019
822,1.5,1840,9990,8,5,0,0,54,547328.7878378279,5284761.686265659,5.836324115706752
823,2.5,3610,12033,8,3,0,0,45,558518.2934209356,5290943.602419048,5.785329835010767
824,1.5,1610,9964,7,3,0,0,38,564337.088631328,5279767.7027001595,5.710963118995275
825,2.5,3500,10891,10,3,0,2,20,568239.8663240757,5267051.891607962,5.962369335670021
826,1.0,1360,5900,7,4,0,0,66,551118.1475319817,5288872.948265403,5.518448132698142
827,1.75,1260,10065,7,3,0,0,61,564830.2878699997,5269169.364467252,5.676693609624866
828,1.75,1540,7558,8,3,0,0,51,563358.0063494147,5280045.952048942,5.7160033436347994
829,2.25,2700,9000,9,5,0,0,28,564121.914612233,5278853.883498167,5.9532763366673045
830,1.75,1490,7150,6,5,0,0,48,565972.4647927211,5261268.290673604,5.491361693834273
831,2.5,2120,9307,9,4,0,0,31,564635.4049885857,5266388.458285751,5.8567288903828825
832,1.75,1730,5922,7,5,0,0,66,550924.8706120816,5285270.036638654,5.649334858712142
833,2.0,2040,4841,7,4,0,0,66,552390.9195513699,5280725.998402843,5.8244512700366124
834,1.0,770,8149,6,3,0,0,67,552471.8236542442,5288384.862429448,5.342422680822207
835,2.25,2110,7560,8,4,0,0,41,561258.0145279033,5286959.304497385,5.676693609624866
836,1.0,1150,8145,6,4,0,0,83,551197.1214330624,5288417.934293144,5.4623979978989565
837,1.5,1290,8175,7,4,0,0,63,559726.5043871015,5275439.280047973,5.8926510338773
838,3.0,2940,8624,8,3,0,0,38,551938.3508898078,5289358.17499554,5.623249290397901
839,1.75,1870,12381,8,4,0,0,58,551372.50178464,5242705.61864349,5.497620649781288
840,1.75,1220,5000,7,5,0,0,94,559960.0250640464,5259992.0988999875,5.4031205211758175
841,2.5,1630,2640,8,5,0,0,96,547241.2967401581,5277058.533132953,5.903089986991944
842,2.25,1770,10000,7,3,0,0,37,551177.292336368,5247771.954523634,5.384711742938283
843,1.75,2280,7800,8,4,0,3,74,545992.7581913163,5282972.610102293,5.8750612633917
844,2.0,2350,5700,8,4,0,0,76,551828.8391414181,5276408.448122625,5.886490725172482
845,2.5,1680,4308,7,3,0,0,11,561855.3893626119,5258855.886534846,5.540329474790874
846,1.0,690,5280,5,4,0,0,73,561235.1068765271,5260527.688904036,5.143014800254095
847,2.75,3130,19530,8,3,1,4,68,566839.5325916914,5271059.363032233,6.146128035678238
848,2.0,2050,8750,7,3,0,0,48,562514.7504305253,5253550.064714607,5.477121254719663
849,1.0,1120,8321,6,4,0,0,74,568377.5865684544,5268142.7843943965,5.603144372620182
850,2.5,2090,11645,7,3,0,0,53,552818.7578155065,5258289.4956196705,5.492760389026838
851,1.75,1260,10488,7,2,0,0,63,548388.0887486051,5265564.446790583,5.2878017299302265
852,2.5,1785,779,7,3,0,0,40,560291.1192564138,5271699.366943177,5.724275869600789
853,2.75,3450,5350,9,4,0,3,90,544542.8664641409,5276337.053504256,6.112269768417271
854,4.0,4390,6656,9,3,0,0,7,545286.142668238,5277354.205578918,6.089905111439398
855,1.0,990,10723,7,5,0,0,55,565310.5403365596,5259838.161724837,5.454768661309849
856,2.25,1470,8682,7,3,0,0,30,553021.8590483962,5235729.498056127,5.429752280002408
857,2.75,3100,10245,10,3,0,0,16,567017.0068239981,5281765.364621665,5.898725181589493
858,3.0,3380,16133,8,3,0,1,56,555603.5207960967,5266562.273534021,5.544068044350276
859,1.75,2100,5058,7,3,0,2,74,546778.7414734189,5269174.630998742,5.781755374652469
860,4.0,1390,1569,9,3,0,0,9,554874.971098281,5279993.094348035,5.66086547800387
861,2.5,1680,1620,9,3,0,0,1,547018.4041926215,5276756.6360545205,5.799306080269715
862,2.5,2040,7000,7,3,0,0,36,562169.2449417148,5250567.678668281,5.423081958297231
863,2.5,1610,3755,7,3,0,0,28,567771.7460203308,5281407.30615721,5.596597095626461
864,1.0,1480,8415,7,3,0,0,48,554042.1490606343,5256366.74618197,5.243038048686294
865,2.75,2740,8426,8,4,0,0,55,561389.8473056832,5267309.331282354,5.733297598821213
866,2.5,2660,1973,9,3,0,3,8,547784.1700026143,5274973.425124506,6.093421685162235
867,2.0,1870,9527,7,4,0,0,64,558356.7820028019,5269656.799398097,5.920384242178358
868,2.25,2290,7350,8,3,0,0,27,563197.5051981452,5253179.481686347,5.562292864456475
869,1.0,1520,9030,7,3,0,0,59,565113.3884766981,5270761.965868644,5.6180480967120925
870,1.0,920,5546,6,2,0,0,87,553707.4542463038,5284472.599068442,5.315970345456917
871,2.75,3220,15467,11,3,0,0,21,568782.5976626717,5284787.1476727845,5.949390006644912
872,3.0,2840,4120,8,4,0,0,84,553929.5333964471,5268569.438007403,5.866287339084195
873,1.75,1370,10780,7,3,0,0,56,552897.316584721,5257934.543835684,5.230448921378274
874,1.75,1710,8645,7,4,0,0,92,551542.9072280339,5283241.476526145,5.676693609624866
875,2.25,1230,929,8,3,0,0,11,552524.7994726531,5274202.859453659,5.662757831681574
876,2.0,1700,8160,7,3,0,0,54,549554.7646308843,5287614.5221519405,5.524396122103842
877,1.0,1290,6034,6,3,0,0,65,553750.8942427211,5263455.090857749,5.423245873936808
878,3.0,3070,5252,8,3,0,0,10,565839.2800723698,5246272.958547042,5.533962608069048
879,1.0,760,4000,7,3,0,0,71,545325.2117205014,5281978.165814849,5.6180480967120925
880,1.75,1870,8400,7,3,0,0,38,563016.8142591824,5255956.208581968,5.498999363580153
881,2.25,1630,10962,8,4,0,0,38,562954.0845771275,5247741.822338118,5.484299839346786
882,1.75,1470,7590,7,3,0,0,27,547870.3975869184,5282754.363394447,5.653164256151881
883,1.0,1430,3455,7,3,0,0,68,549829.8891738964,5281759.3910425855,5.708420900134713
884,2.5,1860,3150,8,3,0,0,14,561349.5487644857,5285393.029894445,5.694605198933568
885,1.0,860,10426,6,3,0,0,61,549632.6816330487,5260795.697738535,4.913813852383717
886,1.0,820,10270,7,3,0,0,61,550523.791693057,5262270.421157798,5.176091259055681
887,1.75,1320,10500,7,3,0,0,49,558041.0381805747,5286214.882760648,5.544068044350276
888,1.0,1450,9150,7,4,0,0,50,554483.6352787332,5257526.734001404,5.550228353055094
889,2.25,2160,2578,8,3,0,0,10,548503.728310151,5278791.677706999,5.902410871166457
890,3.0,2440,9664,8,3,0,0,34,555975.3897375743,5290440.544711821,5.681241237375588
891,4.5,4020,9656,10,3,0,0,8,559569.2032580061,5276126.795575679,6.278296208091274
892,2.25,1890,7616,8,4,0,0,36,550700.517329919,5241777.326298782,5.463892988985907
893,1.75,1830,12540,8,4,0,0,57,551071.2759260501,5242591.8567237845,5.452093249017731
894,1.75,2000,5680,7,4,0,0,112,547584.7313680243,5280984.786758575,5.715167357848458
895,2.5,980,895,8,3,0,0,6,546165.5694854312,5270625.736898945,5.567026366159061
896,2.0,1660,8174,7,3,0,0,34,560084.5669382742,5284412.789870766,5.607455023214668
897,1.75,1650,8560,8,3,0,0,45,564115.4243346868,5279442.915703812,5.720159303405957
898,1.5,1210,7560,7,3,0,0,74,547123.292629692,5263753.587902664,5.51181654130309
899,2.5,2310,6200,8,3,0,0,17,562557.8886568696,5242402.634223867,5.523746466811565
900,1.0,1000,5454,7,3,0,0,61,549710.5088221767,5286937.850177196,5.3222192947339195
901,3.25,1390,1278,8,3,0,0,10,546915.5155574237,5280201.32637411,5.671172842715083
902,1.75,1690,13500,7,4,0,0,37,557666.7862185555,5270983.713856206,5.892094602690481
903,2.0,1660,3600,7,3,0,0,76,548712.0380737897,5280816.284958657,5.803115554890027
904,2.25,2440,9889,7,3,0,0,63,552525.572916087,5282438.8925803155,5.905795880367869
905,1.0,1660,11783,7,4,0,0,37,569324.8937705819,5289628.844456934,5.565257343420214
906,3.25,3760,10920,9,5,0,0,65,555252.7386200061,5279741.028165804,6.198657086954422
907,4.0,1680,7268,8,3,0,0,7,548449.1472009881,5267276.571916361,5.7363965022766426
908,3.5,2710,3326,8,3,0,0,10,569766.0864552665,5265269.265100252,5.788875115775417
909,1.0,1070,7615,7,4,0,0,46,547383.5937265978,5240793.9006333435,5.290034611362518
910,3.0,2420,11250,8,3,0,0,2,548042.4006766451,5261838.28726038,5.648360010980932
911,1.0,990,4332,7,3,0,0,106,550238.2117844746,5277928.332632532,5.7923916894982534
912,1.0,1330,3740,6,3,0,0,112,554625.2810868225,5266564.159613904,5.491361693834273
913,2.0,1820,17600,7,5,0,0,43,566915.8062706218,5257811.145840593,5.505149978319906
914,2.25,1750,1572,9,3,0,0,10,550992.0738031302,5277601.446671839,5.79657433321043
915,2.0,1510,5133,7,3,0,0,76,544991.319323989,5276629.47729665,5.7283537820212285
916,2.25,1980,8755,7,4,0,0,52,551242.3064238484,5248972.85168025,5.489958479424835
917,2.5,1970,2752,8,3,0,0,37,567007.5744953626,5276063.120530166,5.628899564420607
918,2.5,1870,5874,7,3,0,0,10,563157.7137822456,5249866.89266899,5.48572142648158
919,2.75,2790,10819,10,3,0,0,19,569220.3090893892,5266863.354882699,5.883661435153617
920,2.5,2230,4541,7,3,0,0,9,567929.992056866,5248319.624613513,5.4031205211758175
921,2.25,1540,1270,7,3,0,0,1,549448.8043957732,5282445.250091597,5.653164256151881
922,2.5,2500,8215,8,3,0,0,25,560048.9793646804,5251301.398996745,5.570542939881897
923,2.75,1990,19991,7,3,0,0,38,567018.1514728675,5288167.83835081,5.525044807036846
924,1.0,1300,9620,7,3,0,0,44,550592.7939126145,5236719.533940793,5.342323966312882
925,3.25,1520,1500,7,3,0,0,15,545867.678537188,5279803.959635845,5.698970004336019
926,3.25,1310,1072,8,3,0,0,7,546989.7721050918,5280301.957262293,5.71155416825017
927,2.5,2830,10677,9,3,0,0,22,559373.4260637462,5287928.969785917,5.797440669986648
928,2.5,2580,7500,9,3,0,0,24,545439.3747466399,5267319.067872877,5.8061799739838875
929,2.25,2300,9914,8,4,0,0,35,568747.6786340781,5268658.426933393,5.832508912706237
930,2.5,2840,15598,8,4,0,0,40,566540.2928592324,5257695.719942088,5.574031267727719
931,1.0,910,4500,7,3,0,0,67,545406.1544672685,5281223.004969522,5.6674529528899535
932,2.5,2130,4000,8,3,0,0,1,548040.0279926606,5262127.240101704,5.593286067020458
933,2.0,1370,1878,8,3,0,0,11,546015.9716137105,5280038.536874146,5.738780558484369
934,2.0,2640,13939,8,5,0,1,52,562809.2179078665,5268258.0744381705,5.929418925714293
935,3.0,2257,10117,8,3,0,0,10,553973.0186458832,5255688.131125871,5.544005997849434
936,1.0,1120,8200,7,4,0,0,77,553243.1281134282,5286024.409695383,5.645913275033844
937,2.5,2400,4548,7,3,0,0,12,565909.30138945,5246762.7875543805,5.525044807036846
938,2.25,1290,2436,7,3,0,0,31,563346.3856320727,5281112.880928391,5.498310553789601
939,2.5,1360,3718,7,3,0,0,28,567771.4869662283,5281429.533837052,5.568143031657702
940,1.75,2090,5050,7,4,0,0,99,548185.4435663667,5280956.388891257,5.889301702506311
941,2.5,3030,6820,9,3,0,0,68,555101.7539813633,5279828.515084212,5.999130541287371
942,2.5,1810,7200,7,5,0,0,55,559209.1072978294,5281980.719298515,5.917768002447756
943,2.5,1820,3008,7,3,0,0,105,549637.3635661338,5277934.292951404,5.832508912706237
944,1.75,1660,9549,7,3,0,0,59,560228.5985454306,5277745.248708804,5.829303772831025
945,1.0,1410,9384,7,3,0,0,67,550252.4714335686,5284964.080317129,5.653694795315082
946,2.5,2610,8031,8,3,0,0,17,554694.3953613538,5291184.142673883,5.707570176097937
947,2.5,3010,9000,8,3,0,0,7,564243.7380289751,5260937.841671252,5.724275869600789
948,1.75,2320,5595,7,3,0,0,59,545969.3343246036,5276437.053797054,5.889301702506311
949,1.0,1660,7650,7,3,0,0,105,554391.8995474518,5267384.462727112,5.3979400086720375
950,2.5,2330,4606,8,3,0,0,11,561579.877950209,5249205.493625127,5.488550716500444
951,3.5,3180,4869,8,3,0,0,8,559857.4962838286,5255278.450124381,5.643452676486188
952,1.75,1730,7980,8,4,0,0,50,564769.5378518477,5274637.299412513,5.711807229041191
953,2.0,1150,4500,7,3,0,0,98,548918.876634843,5282996.502093423,5.653212513775344
954,1.75,1620,8438,8,4,0,0,54,553941.1508271806,5283541.1134046335,5.73996769675951
955,2.25,2170,10500,8,4,0,2,55,549914.7407834519,5254207.319440838,5.6344772701607315
956,1.75,1920,8775,7,3,0,0,62,548920.6349958768,5255866.076487551,5.57978359661681
957,2.5,2798,5085,9,3,0,0,4,561426.107136841,5242246.228657254,5.643452676486188
958,2.0,1340,4320,5,3,0,0,103,558363.3777251168,5238680.733714488,5.269512944217916
959,2.25,1140,1184,8,3,0,0,16,549105.9854441995,5278607.779284927,5.602005701124516
960,2.5,2460,5027,8,3,0,0,13,567795.4443918521,5246895.383686868,5.484299839346786
961,1.0,1380,10112,7,4,0,0,52,549045.5225947133,5240885.303325166,5.361727836017593
962,1.0,930,5160,6,5,0,0,96,548402.9020681931,5263775.154562427,5.477121254719663
963,1.5,1390,9680,7,4,0,0,59,565731.1604458393,5275993.00097218,5.628388930050312
964,2.5,1930,7014,8,3,0,0,21,563166.1985594846,5249077.847589833,5.491361693834273
965,1.0,990,8100,6,3,0,0,66,549646.6281665968,5259150.895021489,5.3979400086720375
966,2.0,1320,3060,6,4,0,0,105,553858.4185668192,5268124.1971684005,5.606918525948291
967,1.75,1220,9732,7,3,0,0,50,558887.9604118387,5291436.4137240285,5.5230958382525674
968,2.5,2150,9000,7,4,0,0,36,563288.9112592412,5258682.251729406,5.501743729627995
969,1.5,1220,7300,7,3,0,0,42,554471.6969905784,5242544.542179947,5.243038048686294
970,1.0,900,8580,5,3,0,0,97,555007.171562846,5257953.975360565,4.919078092376074
971,1.0,1760,4441,8,3,0,0,65,546591.3969383024,5264371.727298171,5.6324066721623
972,2.5,2680,5860,8,3,0,0,14,558233.6508326157,5289440.191581676,5.740323206382993
973,1.75,1300,8800,8,4,0,0,52,566425.1105450746,5274433.632192213,5.70070371714502
974,2.0,1660,4788,7,3,0,0,47,551729.0814409169,5270716.867780324,5.4623979978989565
975,1.75,1480,7560,6,3,0,0,95,547718.418033343,5282986.522022998,5.575130089161647
976,2.5,3680,11648,10,3,0,0,29,567177.4811193817,5267828.74757521,5.958563883221967
977,4.5,3130,5126,10,3,0,0,1,553346.4826888592,5274743.828315045,6.124830149413859
978,2.75,2060,6659,7,3,0,0,34,563576.2622988933,5253027.968347871,5.508529718971286
979,1.5,1980,5800,8,4,0,0,66,544082.9253204463,5277556.146539297,5.88024177589548
980,2.5,1910,3427,8,3,0,0,14,566860.0131778411,5275828.00538597,5.788875115775417
981,1.0,780,5300,6,3,0,0,74,548640.3756922068,5262376.71618531,5.113943352306837
982,3.0,1650,960,8,3,0,0,0,549104.0162090127,5278841.170284409,5.747411807886423
983,1.0,1240,8100,7,3,0,2,90,553385.7494054715,5286825.993225527,5.639486489268586
984,1.75,1630,8000,7,3,0,0,56,560295.373677587,5249347.771435469,5.332438459915605
985,2.25,2410,4250,7,5,0,0,86,546830.2481394067,5281467.706046085,5.866287339084195
986,2.5,3240,9960,8,3,0,1,57,566769.0537376811,5270647.29658099,5.8750612633917
987,2.5,3362,8601,8,3,0,0,11,552657.2583043979,5234203.617395353,5.613313161455459
988,2.0,1290,5757,7,3,0,0,21,562726.2755587134,5240781.718007649,5.301029995663981
989,1.75,2040,6348,7,3,0,0,53,549821.2209041014,5282770.7574120695,5.741151598851785
990,4.0,2960,2665,9,3,0,0,88,551658.124795052,5270238.312233283,5.931356150467928
991,2.5,2120,9163,8,4,0,0,54,562294.056004216,5267185.526272944,5.740362689494244
992,2.0,1450,989,9,3,0,0,1,549128.1113243299,5275984.914831665,5.832508912706237
993,3.5,3190,10223,10,3,0,0,21,567378.0681445709,5282992.226050154,5.9003671286564705
994,1.0,1490,7435,7,3,0,0,46,551794.2717026343,5246288.061565967,5.41161970596323
995,1.0,790,13170,6,3,0,0,68,548381.6469738187,5266342.401487846,5.447158031342219
996,2.5,2000,5390,7,3,0,0,12,565755.572521915,5247005.588323345,5.453318340047038
997,1.75,2160,5760,8,4,0,0,61,545835.6613072467,5264754.7539541945,5.826074802700826
998,3.0,1950,1983,9,3,0,0,6,559976.8136262482,5273018.798394379,5.894869656745253
999,1.5,800,1196,8,3,0,0,12,549445.3062794822,5282856.465276142,5.447158031342219
1000,2.5,1490,2478,8,3,0,0,6,548520.4291724417,5285782.959773669,5.541579243946581
1001,2.5,3210,8532,10,3,0,0,17,564314.9061343815,5274976.832023826,5.9614210940664485
1002,2.25,1730,10030,8,4,0,0,30,549507.1651963445,5239911.135590572,5.477121254719663
1003,2.5,2950,4836,7,3,0,0,9,565623.935794221,5258763.524089504,5.724275869600789
1004,2.25,1920,3225,7,5,0,0,92,546318.2391149622,5270337.971868076,5.77451696572855
1005,1.75,1840,5101,7,5,0,0,63,551381.7987692732,5267457.237338155,5.6145966899232995
1006,2.5,1540,7280,7,3,0,0,41,551246.1584198063,5239859.321426443,5.445604203273597
1007,2.5,2250,11349,8,3,0,0,24,557083.2324110589,5284471.444055837,5.757889265054904
1008,1.75,1160,8625,6,4,0,0,74,547702.4604722734,5266581.333298732,5.494154594018442
1009,1.0,1050,2570,7,5,0,0,88,547588.4595843214,5280529.117002797,5.633468455579586
1010,2.0,1760,4500,7,5,0,0,109,550220.6571506924,5279962.168590873,5.857332496431268
1011,2.75,2910,16362,9,4,0,2,46,551217.635090921,5243137.717986329,5.685741738602264
1012,2.0,1910,9001,7,4,0,0,58,566220.1363561782,5272630.645937432,5.7435097647284294
1013,1.75,2000,6000,7,5,0,3,59,548970.9573828217,5276806.072109519,5.8512583487190755
1014,1.75,1120,4000,7,4,0,0,99,547445.589735081,5279638.779896938,5.648360010980932
1015,1.75,1750,18810,7,3,0,0,38,569777.1818023877,5258022.368089295,5.556302500767287
1016,2.0,1060,11765,6,4,0,0,64,552335.3331413097,5286894.232419824,5.526339277389844
1017,2.25,2820,9602,8,3,0,1,41,566690.9420668744,5270902.050886466,5.8750612633917
